age,gender,education_type,income_type,family_status,housing_type,family_members,annual_income,credit_amount,annuity_amount,goods_price,ext_source_1,ext_source_2,ext_source_3,employment_years,dti_ratio,lti_ratio,ext_source_mean,TARGET
22,F,Higher education,Commercial associate,Single / not married,House / apartment,3,372582.82,573807.12,47850.86,487422.86,0.6427,0.6782,0.67,2.16,0.1284,1.5401,0.6636,0
62,M,Incomplete higher,Pensioner,Married,House / apartment,4,119538.91,425721.94,25620.28,390127.39,0.704,0.8785,0.7039,4.42,0.2143,3.5613,0.7621,0
65,M,Higher education,Pensioner,Single / not married,House / apartment,6,233958.71,316477.06,18502.38,332096.87,0.544,0.7131,0.8534,6.37,0.0791,1.3527,0.7035,0
26,M,Secondary / secondary special,Working,Single / not married,House / apartment,3,277048.88,253692.9,12715.02,236575.24,0.9203,0.8922,0.7992,2.88,0.0459,0.9157,0.8706,0
48,F,Secondary / secondary special,Working,Married,Rented apartment,4,85711.73,639615.29,37845.81,692901.52,0.7154,0.8364,0.7086,7.86,0.4415,7.4623,0.7535,1
48,M,Higher education,Commercial associate,Civil marriage,House / apartment,4,130729.79,446666.86,20902.98,482638.89,0.8286,0.9117,0.6948,5.25,0.1599,3.4167,0.8117,1
64,M,Incomplete higher,State servant,Married,Rented apartment,1,114438.94,284968.13,18271.1,305568.78,0.8334,0.99,0.9668,3.15,0.1597,2.4901,0.9301,0
64,F,Incomplete higher,Working,Married,Rented apartment,3,361750.64,478472.17,18898.03,492465.92,0.6745,0.6556,0.9417,0.34,0.0522,1.3227,0.7573,0
40,M,Higher education,Pensioner,Married,House / apartment,4,77619.5,610208.26,48101.71,620106.31,0.5239,0.7909,0.3762,3.16,0.6197,7.8614,0.5637,1
50,M,Lower secondary,Commercial associate,Married,House / apartment,3,120918.71,480965.59,19569.59,408770.26,0.8316,0.6382,0.5278,3.92,0.1618,3.9776,0.6659,1
31,M,Secondary / secondary special,Commercial associate,Separated,House / apartment,4,118154.22,140419.71,8381.97,124283.24,0.6943,0.8239,0.7285,3.11,0.0709,1.1884,0.7489,0
48,F,Higher education,Working,Married,House / apartment,4,75548.96,300118.61,13356.4,285910.13,0.8066,0.9622,0.9456,7.6,0.1768,3.9725,0.9048,0
45,M,Secondary / secondary special,Pensioner,Married,House / apartment,1,228955.74,1288815.06,106460.76,1225582.35,0.653,0.6118,0.6346,0.98,0.465,5.6291,0.6331,1
59,M,Secondary / secondary special,State servant,Married,House / apartment,5,78224.39,786618.48,35522.67,796848.9,0.7094,0.469,0.9143,8.69,0.4541,10.0558,0.6975,1
53,M,Secondary / secondary special,Working,Married,House / apartment,5,212199.55,275059.87,22562.97,242611.14,0.9102,0.7145,0.639,2.33,0.1063,1.2962,0.7546,0
21,F,Secondary / secondary special,Working,Married,Rented apartment,3,274340.82,396867.29,13268.82,353354.24,0.7857,0.5383,0.573,4.19,0.0484,1.4466,0.6324,0
47,F,Higher education,Pensioner,Married,House / apartment,2,87599.18,378994.98,13943.05,320348.14,0.4465,0.9463,0.6482,3.29,0.1592,4.3264,0.6803,0
33,M,Lower secondary,Working,Married,House / apartment,2,80110.79,97270.0,3156.66,102687.69,0.9606,0.6439,0.7467,0.54,0.0394,1.2142,0.7837,0
61,M,Incomplete higher,Working,Single / not married,House / apartment,3,400268.24,1517574.87,59875.25,1613976.83,0.8471,0.9238,0.5556,9.78,0.1496,3.7914,0.7755,0
23,F,Secondary / secondary special,Working,Single / not married,House / apartment,2,393911.83,498239.66,30885.56,563658.75,0.9234,0.9069,0.4436,4.09,0.0784,1.2648,0.758,0
59,F,Higher education,Commercial associate,Married,House / apartment,3,104450.39,675627.49,44210.65,556004.64,0.5953,0.8949,0.8201,7.74,0.4233,6.4683,0.7701,1
26,F,Secondary / secondary special,Working,Separated,With parents,3,91146.24,2071467.14,77295.23,1907432.67,0.9543,0.5678,0.836,13.45,0.848,22.7266,0.786,1
28,F,Secondary / secondary special,Working,Single / not married,House / apartment,3,111873.69,1356597.81,55790.74,1330615.8,0.5163,0.6574,0.4922,5.54,0.4987,12.126,0.5553,1
47,F,Incomplete higher,Working,Married,House / apartment,1,202361.12,600005.07,40131.29,672428.69,0.6742,0.99,0.6092,10.07,0.1983,2.965,0.7578,0
29,F,Lower secondary,Working,Separated,Municipal apartment,1,101925.5,576721.14,23922.39,505774.23,0.8291,0.7899,0.699,8.15,0.2347,5.6582,0.7727,1
57,M,Incomplete higher,Commercial associate,Civil marriage,With parents,5,103915.06,1178633.27,89060.9,1293259.1,0.6145,0.8284,0.935,2.96,0.857,11.3422,0.7926,1
53,M,Secondary / secondary special,Working,Single / not married,House / apartment,4,245584.16,240197.17,20417.37,269282.81,0.4903,0.9608,0.7413,3.65,0.0831,0.9781,0.7308,0
62,M,Incomplete higher,Pensioner,Single / not married,House / apartment,2,91378.03,345462.62,21363.96,369376.75,0.6054,0.7671,0.6829,2.08,0.2338,3.7805,0.6851,1
64,F,Higher education,Working,Single / not married,With parents,1,201788.88,130310.99,10550.64,108737.8,0.9081,0.7816,0.6818,7.15,0.0523,0.6458,0.7905,0
44,F,Higher education,Commercial associate,Separated,House / apartment,3,135494.81,717889.66,25165.13,791605.57,0.3046,0.8435,0.7629,24.82,0.1857,5.2982,0.637,0
35,F,Higher education,Commercial associate,Married,Municipal apartment,2,267637.95,451932.17,38113.5,494091.87,0.7729,0.9821,0.5652,11.48,0.1424,1.6886,0.7734,0
52,M,Incomplete higher,Working,Married,Municipal apartment,1,841312.54,1090141.44,36747.94,976126.93,0.8495,0.6836,0.7381,1.29,0.0437,1.2958,0.757,0
52,M,Incomplete higher,Pensioner,Married,Municipal apartment,4,71515.89,651372.83,19992.76,645960.25,0.7357,0.7387,0.6945,3.17,0.2796,9.108,0.7229,1
44,M,Higher education,State servant,Married,Municipal apartment,6,115036.35,320455.01,27001.37,352723.01,0.6606,0.9518,0.5304,1.91,0.2347,2.7857,0.7142,0
61,M,Higher education,Working,Married,House / apartment,4,127472.32,950661.88,38139.03,803836.91,0.8386,0.6732,0.2571,10.81,0.2992,7.4577,0.5896,1
32,F,Lower secondary,Working,Married,House / apartment,1,123795.97,494843.44,38629.12,507810.79,0.8275,0.7528,0.8087,2.73,0.312,3.9972,0.7963,0
59,F,Secondary / secondary special,Pensioner,Married,House / apartment,2,179988.58,516060.64,29866.54,507485.46,0.6476,0.6329,0.8881,3.42,0.1659,2.8672,0.7229,0
22,M,Secondary / secondary special,Commercial associate,Married,House / apartment,2,234187.95,873527.94,46446.17,840762.67,0.514,0.961,0.6686,13.2,0.1983,3.73,0.7145,0
23,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,123777.57,295696.05,25957.38,243289.82,0.9514,0.7272,0.906,0.2,0.2097,2.3889,0.8615,0
57,F,Secondary / secondary special,State servant,Single / not married,House / apartment,3,161396.61,455211.1,34051.81,465219.9,0.9642,0.696,0.9602,3.89,0.211,2.8204,0.8735,0
37,M,Lower secondary,Commercial associate,Married,With parents,3,131636.51,263749.04,20695.79,238850.01,0.957,0.6129,0.5602,6.67,0.1572,2.0036,0.71,0
22,F,Higher education,Working,Married,House / apartment,2,76595.16,645003.45,30059.83,695220.21,0.7349,0.5146,0.8038,1.27,0.3924,8.4208,0.6844,1
22,M,Higher education,Working,Married,House / apartment,3,83730.69,517070.94,17808.26,594442.79,0.5819,0.8499,0.732,9.52,0.2127,6.1753,0.7212,1
48,M,Higher education,Working,Married,House / apartment,3,212912.11,544446.89,25993.03,590403.9,0.7201,0.8387,0.5146,0.7,0.1221,2.5571,0.6911,0
43,M,Higher education,Commercial associate,Married,Rented apartment,6,494834.25,447093.06,36685.23,387818.14,0.9335,0.6874,0.8245,3.72,0.0741,0.9035,0.8151,0
57,M,Secondary / secondary special,Working,Single / not married,House / apartment,3,152149.38,495276.08,39468.61,451688.12,0.7646,0.8381,0.4522,5.36,0.2594,3.2552,0.685,1
52,F,Incomplete higher,Working,Civil marriage,House / apartment,2,124460.95,129714.13,10285.99,143150.38,0.7377,0.5659,0.7206,12.21,0.0826,1.0422,0.6747,0
53,M,Secondary / secondary special,Pensioner,Married,House / apartment,4,111719.79,351582.1,20555.61,288850.48,0.3689,0.2859,0.6635,0.59,0.184,3.147,0.4394,0
21,M,Lower secondary,Working,Married,House / apartment,2,517075.3,476335.03,22292.15,405667.48,0.6913,0.7333,0.8643,14.05,0.0431,0.9212,0.7629,0
39,M,Incomplete higher,Working,Civil marriage,With parents,2,155783.49,344034.55,13447.9,374179.91,0.8866,0.642,0.6493,2.95,0.0863,2.2084,0.726,0
22,M,Secondary / secondary special,Working,Married,House / apartment,3,69299.56,431100.34,15643.71,345309.57,0.8379,0.5874,0.427,1.02,0.2257,6.2207,0.6174,1
64,M,Secondary / secondary special,Working,Married,House / apartment,1,195351.72,680183.25,37012.2,623750.47,0.7853,0.8638,0.8069,0.58,0.1895,3.4818,0.8187,0
46,M,Secondary / secondary special,Working,Married,House / apartment,1,171255.52,859480.94,61084.88,922116.19,0.8565,0.9055,0.8486,1.31,0.3567,5.0187,0.8702,0
52,F,Higher education,Pensioner,Single / not married,House / apartment,2,358001.06,206021.3,17536.14,171535.05,0.6557,0.7205,0.6235,8.0,0.049,0.5755,0.6665,0
26,F,Secondary / secondary special,Pensioner,Married,House / apartment,2,139205.52,847379.79,44159.47,805725.73,0.4566,0.808,0.8266,1.47,0.3172,6.0872,0.6971,1
52,M,Secondary / secondary special,Working,Married,With parents,4,130358.75,843953.53,69267.21,823625.01,0.8946,0.8785,0.6748,2.38,0.5314,6.474,0.816,1
24,M,Secondary / secondary special,Commercial associate,Married,With parents,3,80559.71,862694.09,69602.45,877721.42,0.7869,0.5946,0.8213,31.64,0.864,10.7086,0.7343,1
31,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,1,102862.91,751823.77,55455.66,782671.88,0.9106,0.8106,0.6733,0.84,0.5391,7.3089,0.7982,1
37,M,Higher education,Working,Married,With parents,5,77819.94,1232248.5,81743.13,1043949.74,0.3829,0.8765,0.5051,4.74,1.0504,15.8344,0.5882,1
58,F,Secondary / secondary special,Working,Single / not married,With parents,4,150756.08,282724.95,9355.34,259949.69,0.9316,0.5172,0.7488,3.83,0.0621,1.8754,0.7325,0
44,F,Higher education,State servant,Married,Rented apartment,1,256597.15,372812.41,21981.52,307204.27,0.5738,0.7655,0.4394,0.46,0.0857,1.4529,0.5929,0
25,F,Higher education,Pensioner,Married,House / apartment,2,87580.03,379949.77,29911.22,429092.93,0.7083,0.5115,0.6774,3.26,0.3415,4.3383,0.6324,1
54,M,Secondary / secondary special,Working,Married,House / apartment,3,436562.27,319945.19,26559.82,309839.39,0.8525,0.871,0.7154,0.54,0.0608,0.7329,0.813,0
26,M,Higher education,Commercial associate,Single / not married,House / apartment,2,429173.0,716376.0,40133.28,654457.81,0.5655,0.3426,0.8471,3.85,0.0935,1.6692,0.5851,0
42,F,Incomplete higher,Commercial associate,Single / not married,With parents,6,352459.14,736274.52,47346.94,807888.11,0.5368,0.8082,0.6311,9.38,0.1343,2.089,0.6587,0
31,M,Higher education,Working,Civil marriage,House / apartment,2,118360.46,624003.11,51119.82,637895.56,0.9235,0.6311,0.5435,20.59,0.4319,5.272,0.6993,1
36,M,Secondary / secondary special,Working,Married,With parents,3,81074.76,332722.48,19331.03,318291.96,0.705,0.83,0.5381,3.82,0.2384,4.1038,0.691,0
53,F,Secondary / secondary special,Working,Separated,House / apartment,3,162650.77,828398.1,54776.06,834960.32,0.9585,0.6598,0.5561,0.1,0.3368,5.0931,0.7248,0
29,F,Higher education,Working,Married,House / apartment,2,354976.79,292753.85,23688.92,322558.43,0.3753,0.8128,0.6206,1.67,0.0667,0.8247,0.6029,0
26,F,Secondary / secondary special,State servant,Married,With parents,3,443017.83,149242.13,11561.35,155403.08,0.8786,0.98,0.7922,6.56,0.0261,0.3369,0.8836,0
36,M,Secondary / secondary special,Working,Married,Municipal apartment,3,357011.58,205033.72,7231.61,224747.79,0.5742,0.7455,0.625,6.16,0.0203,0.5743,0.6482,0
49,M,Higher education,Commercial associate,Married,House / apartment,3,517588.67,904820.7,31367.31,839825.07,0.5244,0.7963,0.7317,1.38,0.0606,1.7481,0.6842,0
23,M,Higher education,State servant,Married,House / apartment,2,318797.74,455632.92,25032.27,465364.35,0.966,0.9748,0.6867,4.15,0.0785,1.4292,0.8758,0
40,F,Secondary / secondary special,Working,Civil marriage,Rented apartment,6,103958.22,325473.56,26414.89,272072.66,0.9497,0.8048,0.5287,5.81,0.2541,3.1308,0.7611,0
56,M,Higher education,Working,Married,House / apartment,2,394390.96,1743276.25,148789.69,1496594.4,0.509,0.9768,0.9096,2.72,0.3773,4.4202,0.7984,0
39,F,Secondary / secondary special,State servant,Married,House / apartment,2,80076.47,685154.56,59556.14,643690.11,0.8846,0.694,0.41,8.02,0.7437,8.5561,0.6629,1
46,F,Incomplete higher,Pensioner,Single / not married,House / apartment,1,354173.61,1141874.92,101999.55,1291911.35,0.8677,0.8365,0.8705,1.01,0.288,3.224,0.8582,0
23,M,Higher education,Commercial associate,Married,House / apartment,4,123326.71,196022.01,11825.58,214529.24,0.5447,0.4275,0.6012,2.58,0.0959,1.5894,0.5245,0
39,M,Secondary / secondary special,Commercial associate,Married,House / apartment,2,197566.57,720534.53,61300.47,656141.91,0.8562,0.87,0.7269,0.46,0.3103,3.647,0.8177,1
40,M,Secondary / secondary special,Working,Married,House / apartment,2,89460.99,301327.49,22185.0,249092.22,0.9201,0.7349,0.4256,8.69,0.248,3.3682,0.6935,1
52,F,Secondary / secondary special,Commercial associate,Married,House / apartment,2,199512.39,895784.0,50778.35,790621.37,0.8599,0.9453,0.4709,5.16,0.2545,4.4898,0.7587,0
27,F,Higher education,Commercial associate,Civil marriage,Municipal apartment,6,288718.92,175962.8,15084.24,153618.55,0.8111,0.6541,0.873,2.16,0.0522,0.6095,0.7794,0
61,F,Secondary / secondary special,Working,Married,House / apartment,4,201469.78,238775.86,12990.85,193869.91,0.6268,0.616,0.7259,18.74,0.0645,1.1852,0.6562,0
53,M,Higher education,Working,Married,House / apartment,4,239851.69,931866.18,44346.33,1009050.15,0.2235,0.7614,0.5405,0.68,0.1849,3.8852,0.5085,0
60,M,Higher education,Working,Married,House / apartment,2,228068.86,186836.29,13302.42,205277.24,0.6044,0.6577,0.6531,0.43,0.0583,0.8192,0.6384,0
59,F,Secondary / secondary special,Working,Married,House / apartment,1,155685.98,1152120.34,43156.13,1073874.51,0.9066,0.6914,0.3831,4.54,0.2772,7.4002,0.6604,1
38,M,Higher education,Pensioner,Married,House / apartment,5,191723.84,1146925.29,99299.29,976221.78,0.7371,0.9127,0.5303,17.42,0.5179,5.9821,0.7267,1
60,F,Higher education,Commercial associate,Single / not married,Municipal apartment,2,80667.34,510065.62,38830.52,427496.16,0.7102,0.8334,0.8179,0.73,0.4814,6.323,0.7872,1
21,F,Higher education,Working,Married,With parents,1,265915.06,246138.52,15711.21,208258.72,0.8885,0.6811,0.7713,0.85,0.0591,0.9256,0.7803,0
31,M,Higher education,Pensioner,Single / not married,House / apartment,2,188320.66,737190.98,26307.85,622955.38,0.3964,0.6126,0.8748,23.31,0.1397,3.9145,0.6279,1
48,M,Higher education,Working,Single / not married,House / apartment,2,130221.65,798680.81,35211.48,654801.25,0.7403,0.8036,0.8769,9.88,0.2704,6.1332,0.8069,1
45,M,Higher education,State servant,Single / not married,House / apartment,5,86455.11,652455.51,39296.17,735295.24,0.7058,0.8703,0.8113,3.77,0.4545,7.5467,0.7958,1
43,M,Higher education,Pensioner,Single / not married,House / apartment,1,144604.41,157514.5,9456.62,140231.07,0.6278,0.7728,0.8145,0.55,0.0654,1.0893,0.7384,0
51,F,Secondary / secondary special,Pensioner,Single / not married,House / apartment,6,66210.92,355462.62,20737.39,297977.67,0.6636,0.7343,0.7198,3.02,0.3132,5.3686,0.7059,1
50,F,Higher education,Working,Married,House / apartment,3,148681.46,423353.5,21203.29,446721.77,0.2646,0.8251,0.4943,3.36,0.1426,2.8474,0.528,0
62,F,Secondary / secondary special,Working,Married,House / apartment,2,305434.75,391094.63,28433.34,437214.71,0.79,0.3326,0.7002,14.49,0.0931,1.2804,0.6076,0
55,F,Secondary / secondary special,Working,Married,House / apartment,4,202761.24,641494.44,55446.86,693551.87,0.6683,0.9222,0.7648,6.8,0.2735,3.1638,0.7851,0
27,M,Secondary / secondary special,Working,Married,With parents,2,84230.63,192148.34,12033.1,211079.95,0.8242,0.8501,0.7311,8.79,0.1429,2.2812,0.8018,0
36,M,Higher education,Pensioner,Married,House / apartment,3,207194.35,251587.56,20041.79,249465.58,0.4988,0.8303,0.8888,0.55,0.0967,1.2143,0.7393,0
46,F,Incomplete higher,Working,Married,Municipal apartment,1,162397.65,422894.57,28347.85,401965.15,0.8392,0.6126,0.6482,0.0,0.1746,2.6041,0.7,0
22,M,Secondary / secondary special,Commercial associate,Married,House / apartment,4,147279.31,153594.65,4892.99,163881.82,0.3318,0.6242,0.6802,2.58,0.0332,1.0429,0.5454,0
21,F,Higher education,Commercial associate,Married,House / apartment,4,105266.87,258531.84,9928.43,289962.26,0.6443,0.5059,0.6799,0.21,0.0943,2.4559,0.61,0
32,F,Higher education,Working,Single / not married,House / apartment,4,130857.03,624738.2,51682.49,538128.85,0.7897,0.7566,0.8691,2.91,0.395,4.7742,0.8051,1
25,M,Secondary / secondary special,Working,Married,With parents,3,138657.75,1423949.83,83380.57,1172044.45,0.6017,0.9238,0.7188,4.94,0.6013,10.2695,0.7481,1
57,M,Incomplete higher,Pensioner,Civil marriage,House / apartment,2,140160.27,1251766.71,95778.98,1174272.21,0.8044,0.8993,0.6867,7.38,0.6833,8.9309,0.7968,1
52,F,Secondary / secondary special,Working,Single / not married,House / apartment,2,175714.67,495319.96,39676.66,489830.47,0.9142,0.6727,0.8832,4.74,0.2258,2.8189,0.8233,0
29,F,Secondary / secondary special,Working,Married,House / apartment,1,492657.29,623407.17,39029.38,564602.26,0.5921,0.9042,0.6392,0.12,0.0792,1.2654,0.7118,1
61,M,Higher education,Pensioner,Married,Rented apartment,3,343511.87,194452.65,5857.33,198890.99,0.7438,0.6746,0.5977,1.67,0.0171,0.5661,0.672,0
55,F,Secondary / secondary special,Commercial associate,Married,House / apartment,2,178115.23,439927.78,31578.02,352605.31,0.5789,0.4501,0.6716,4.84,0.1773,2.4699,0.5669,1
39,F,Higher education,Commercial associate,Civil marriage,House / apartment,2,271417.31,180335.39,15830.21,147749.21,0.9754,0.749,0.8001,1.14,0.0583,0.6644,0.8415,0
36,F,Higher education,Pensioner,Single / not married,Rented apartment,4,115338.36,840804.56,52329.08,906963.13,0.6859,0.7115,0.7624,7.95,0.4537,7.2898,0.7199,1
23,M,Higher education,Pensioner,Married,House / apartment,6,79950.04,882426.42,70726.57,768486.64,0.6384,0.4575,0.7989,0.6,0.8846,11.0371,0.6316,1
40,M,Higher education,Working,Married,Municipal apartment,2,501952.29,149714.66,7479.46,164784.18,0.8154,0.8495,0.6811,3.53,0.0149,0.2983,0.782,0
44,F,Secondary / secondary special,Working,Single / not married,House / apartment,4,153381.48,359861.97,13699.37,412430.07,0.7872,0.696,0.7313,3.91,0.0893,2.3462,0.7382,0
53,F,Secondary / secondary special,Commercial associate,Married,House / apartment,1,241069.14,425654.73,19881.12,449780.35,0.5478,0.7469,0.8559,0.17,0.0825,1.7657,0.7169,0
44,M,Higher education,Pensioner,Separated,House / apartment,3,157904.55,374913.77,21079.99,409416.91,0.8056,0.71,0.405,0.63,0.1335,2.3743,0.6402,0
31,F,Incomplete higher,Commercial associate,Married,House / apartment,3,293408.7,155802.22,12385.36,150204.92,0.7381,0.5774,0.7932,14.81,0.0422,0.531,0.7029,0
28,F,Higher education,Working,Single / not married,Municipal apartment,4,644429.35,715618.3,48322.18,650581.23,0.3042,0.7023,0.9867,0.07,0.075,1.1105,0.6644,0
56,M,Secondary / secondary special,Commercial associate,Married,House / apartment,2,108406.23,579136.46,24026.88,594134.92,0.8477,0.8824,0.7725,0.45,0.2216,5.3422,0.8342,0
58,F,Secondary / secondary special,Working,Married,House / apartment,1,238200.81,563961.95,25185.85,484581.73,0.8692,0.3705,0.7895,4.53,0.1057,2.3676,0.6764,0
